File:,D:\04.Project\13.고성능차량하중이동제어\04.Logic\JSNDCT_CorneringLogicAdded\TuningTool\JSNDCT_Cornering.spm
Project:,
System:,
User:,
Vehicle:,
Vehicle Type:,
Date Time:,
Comment:,

Recording Time:,2020-08-26 수 AM 11:09:39 ~ 2020-08-26 수 AM 11:11:43
Save Time:,0.000 ~ 123.550 sec

,[FLAG],[VALUE],1.leu8VehicleSpd,2.lou8FlagRoll,3.ldu8FlagDive,4.lsu8FlagAdSquat,5.lsu8FlagDecAdSquat,6.lsu8FlagNoseDwAdSquat,7.lnu8FlagTurn,8.lcu8FlagCornering,9.lcs8DfCornering[0],10.lis8DfOffset[0],11.lcs8DfCornering[1],12.lcs8DfCornering[2],13.lcs8DfCornering[3],14.lis8DfOffset[1],15.lis8DfOffset[2],16.lis8DfOffset[3]
Time,[BIT],[CH],4000331D,40003135,40002922,4000324E,40003254,4000323D,40003404,40003562,4000355C,40002A90,4000355D,4000355E,4000355F,40002A91,40002A92,40002A93
27.790,,,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27.800,,,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27.810,,,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27.820,,,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27.830,,,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27.840,,,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27.850,,,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27.860,,,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27.870,,,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27.880,,,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27.890,,,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27.900,,,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27.910,,,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27.920,,,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27.930,,,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27.940,,,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27.950,,,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27.960,,,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27.970,,,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27.980,,,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27.990,,,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28.000,,,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28.010,,,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28.020,,,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28.030,,,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28.040,,,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28.050,,,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28.060,,,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28.070,,,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28.080,,,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28.090,,,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28.100,,,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28.110,,,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28.120,,,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28.130,,,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28.140,,,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28.150,,,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28.160,,,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28.170,,,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28.180,,,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28.190,,,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28.200,,,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28.210,,,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28.220,,,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28.230,,,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28.240,,,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28.250,,,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28.260,,,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28.270,,,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28.280,,,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28.290,,,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28.300,,,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28.310,,,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28.320,,,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28.330,,,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28.340,,,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28.350,,,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28.360,,,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28.370,,,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28.380,,,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28.390,,,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28.400,,,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28.410,,,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28.420,,,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28.430,,,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28.440,,,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28.450,,,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28.460,,,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28.470,,,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28.480,,,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28.490,,,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28.500,,,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28.510,,,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28.520,,,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28.530,,,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28.540,,,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28.550,,,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28.560,,,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28.570,,,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28.580,,,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28.590,,,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28.600,,,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28.610,,,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28.620,,,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28.630,,,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28.640,,,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28.650,,,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28.660,,,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28.670,,,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28.680,,,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28.690,,,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28.700,,,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28.710,,,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28.720,,,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28.730,,,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28.740,,,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28.750,,,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28.760,,,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28.770,,,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28.780,,,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28.790,,,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28.800,,,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28.810,,,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28.820,,,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28.830,,,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28.840,,,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28.850,,,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28.860,,,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28.870,,,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28.880,,,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28.890,,,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28.900,,,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28.910,,,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28.920,,,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28.930,,,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28.940,,,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28.950,,,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28.960,,,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28.970,,,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28.980,,,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28.990,,,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29.000,,,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29.010,,,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29.020,,,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29.030,,,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29.040,,,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29.050,,,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29.060,,,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29.070,,,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29.080,,,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29.090,,,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29.100,,,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29.110,,,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29.120,,,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29.130,,,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29.140,,,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29.150,,,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29.160,,,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29.170,,,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29.180,,,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29.190,,,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29.200,,,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29.210,,,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29.220,,,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29.230,,,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29.240,,,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29.250,,,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29.260,,,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29.270,,,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29.280,,,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29.290,,,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29.300,,,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29.310,,,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29.320,,,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29.330,,,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29.340,,,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29.350,,,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29.360,,,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29.370,,,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29.380,,,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29.390,,,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29.400,,,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29.410,,,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29.420,,,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29.430,,,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29.440,,,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29.450,,,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29.460,,,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29.470,,,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29.480,,,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29.490,,,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29.500,,,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29.510,,,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29.520,,,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29.530,,,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29.540,,,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29.550,,,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29.560,,,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29.570,,,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29.580,,,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29.590,,,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29.600,,,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29.610,,,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29.620,,,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29.630,,,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29.640,,,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29.650,,,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29.660,,,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29.670,,,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29.680,,,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29.690,,,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29.700,,,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29.710,,,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29.720,,,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29.730,,,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29.740,,,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29.750,,,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29.760,,,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29.770,,,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29.780,,,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29.790,,,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29.800,,,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29.810,,,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29.820,,,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29.830,,,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29.840,,,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29.850,,,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29.860,,,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29.870,,,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29.880,,,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29.890,,,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29.900,,,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29.910,,,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29.920,,,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29.930,,,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29.940,,,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29.950,,,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29.960,,,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29.970,,,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29.980,,,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29.990,,,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30.000,,,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30.010,,,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30.020,,,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30.030,,,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30.040,,,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30.050,,,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30.060,,,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30.070,,,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30.080,,,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30.090,,,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30.100,,,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30.110,,,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30.120,,,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30.130,,,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30.140,,,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30.150,,,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30.160,,,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30.170,,,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30.180,,,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30.190,,,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30.200,,,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30.210,,,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30.220,,,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30.230,,,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30.240,,,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30.250,,,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30.260,,,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30.270,,,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30.280,,,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30.290,,,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30.300,,,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30.310,,,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30.320,,,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30.330,,,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30.340,,,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30.350,,,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30.360,,,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30.370,,,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30.380,,,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30.390,,,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30.400,,,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30.410,,,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30.420,,,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30.430,,,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30.440,,,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30.450,,,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30.460,,,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30.470,,,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30.480,,,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30.490,,,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30.500,,,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30.510,,,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30.520,,,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30.530,,,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30.540,,,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30.550,,,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30.560,,,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30.570,,,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30.580,,,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30.590,,,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30.600,,,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30.610,,,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30.620,,,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30.630,,,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30.640,,,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30.650,,,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30.660,,,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30.670,,,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30.680,,,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30.690,,,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30.700,,,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30.710,,,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30.720,,,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30.730,,,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30.740,,,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30.750,,,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30.760,,,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30.770,,,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30.780,,,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30.790,,,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30.800,,,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30.810,,,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30.820,,,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30.830,,,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30.840,,,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30.850,,,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30.860,,,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30.870,,,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30.880,,,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30.890,,,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30.900,,,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30.910,,,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30.920,,,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30.930,,,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30.940,,,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30.950,,,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30.960,,,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30.970,,,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30.980,,,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30.990,,,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31.000,,,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31.010,,,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31.020,,,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31.030,,,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31.040,,,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31.050,,,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31.060,,,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31.070,,,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31.080,,,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31.090,,,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31.100,,,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31.110,,,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31.120,,,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31.130,,,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31.140,,,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31.150,,,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31.160,,,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31.170,,,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31.180,,,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31.190,,,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31.200,,,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31.210,,,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31.220,,,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31.230,,,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31.240,,,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31.250,,,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31.260,,,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31.270,,,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31.280,,,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31.290,,,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31.300,,,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31.310,,,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31.320,,,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31.330,,,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
